compensation,date,description,employment_type,lat,link,long,text
The positions salary is based on education and experience. Part time currently being offered min 25hours /per week/5 days per week.,2022-04-07 13:52,"[['\n        ', '\nWe are a small Architectural/ Building Code Consulting and Expediting firm in \tBrooklyn, and are currently seeking an experienced part -time Project Administrator to join our team to provide support to the Project Managers.', '\n', '\nThe Project Administrator primary roles involve assisting clients in the development of applications, , review of applications to ensure compliance with applicable requirements, meetings with the Department of Buildings to answer objections and resolve discrepancies, and the coordination of efforts from all participants in the application to achieve approval. You will complete filings and provide support to the project manager on filings and follow up of steps throughout the filing process.', '\n', '\nProject Administrator Duties will include:', '\n• Serve as a liaison between Project Manager and clients', '\n•  Research and analysis of code provisions relevant to project, support will be provided for training in this area.', '\n• Meeting with Department of Buildings, LPC, and additional city agencies to resolve objections and discrepancies. The Project Administrator acts as a “ go between” the city agencies and professionals to obtain necessary information to procure approvals on filings.', '\n• Prepare Alt 1, NB, Alt 2, PA, and DOBNOW applications for filing with various city agencies: DOB, LPC, DOT, etc. Training provided.', '\n• Consistent and immediate communication with clients regarding questions, status and resolution of issues.', '\n• Management of office systems and guidelines to maintain status of applications', '\n• Maintain client relationships and coordinate proposal request', '\n• Develop, coordinate, and manage individual project specific filing strategies to manage projects independently', '\n• Assisting the Project Management Department for filings and office procedures', '\n', '\nQualifications for a Project Administrator are:', '\n', '\n• ', '\n- Bachelors required.', '\n-A minimum of three (3) years of relevant experience filing applications with the department of buildings preferred, will provide training as necessary', '\n- Must have an understanding and ability to grasp filing procedures and requirements- PROCESS and implement in an organized fashion.', '\n-A Project Administrator must have strong communication and client services skills.', '\n-The ability to communicate clearly and effectively by email, phone, and in person.', '\n- A minimum of (3) year of daily customer/client service experience including problem solving and resolving issues in fast paced, stressful, and time sensitive situations.', '\n-Must be a self-starter with a dedicated work ethic and the ability to take control of a project ensuring its success without supervision.', '\n', '\nPosition will be Part time to start.', '\nFull-time will be offered', '\nHealth', '\n401k', '\nPTO', '\n', '\nSalary based on education and experience.\n    ']]",part-time,40.694000,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-administrator/7468234476.html,-73.990300,Project Administrator
Commensurate with skill,2022-04-07 15:35,"[['\n        ', '\nWe are seeking a design-inspired, versatile architect with a drive to provide the highest level of client care.', '\n', '\nOur rapidly growing Architectural Design firm services clients in hospitality, justice, education, transportation, retail and residential markets. The position we are hiring for will be responsible for executing civic projects primarily located in New York State. The ideal candidate will be a good communicator who is comfortable managing a team in a collaborative studio environment. ', '\n', '\nThe firm is composed of a talented, energetic group of individuals who strive to understand the goals of our clients and to provide high quality services. The firm is well established in working with both government agencies and private clients. We create an environment where everyone has a voice, a vision, an opinion, and an opportunity to contribute.', '\n', '\nMandatory Skills and Qualifications:', '\n- 10 - 20 years’ professional experience', '\n- Architecture license preferred ', '\n- Good communication and people skills', '\n-experienced in managing a team of junior staff', '\n-Ability to generate and manage budgets', '\n- Manage schedules and timelines', '\n- Ability to solve complex creative, technical and communication issues', '\n-AutoCAD or Revitt skills preferred', '\n- Eligible to work in the US a MUST', '\n\xa0', '\nSalary Range:', '\nCommensurate with skill', '\nJob Type: Full-time in office', '\n\xa0', '\nFull-time benefits package includes:', '\n- Medical, Dental, Vision, Life insurance', '\n- 401k program', '\n- Vacation time', '\n\xa0', '\nPlease email resume, including local address, phone number, and work samples, to ep@ronnetteriley.com\xa0with subject line: 308 Architect', '\n', '\nApplicant should be available for immediate interview.\n    ']]",full-time,40.748400,https://newyork.craigslist.org/mnh/egr/d/new-york-project-architect-with-10-to/7468288392.html,-73.996700,Project Architect with 10 to 20 Years Experience
Commensurate with skill,2022-04-07 15:40,"[['\n        ', '\nJob Captain / Intermediate Architect with 3 to 10 Years Experience', '\n', '\nWe are seeking a design-inspired, technically strong, versatile intermediate architect with three to ten years’ experience.', '\n', '\nThis is a growth opportunity working on hospitality, justice, education, transportation, retail and residential projects. The ideal candidate will be a good communicator and comfortable working in a collaborative studio environment.', '\n', '\nThe firm is composed of a talented, energetic group of individuals who strive to understand the goals of our clients and to provide high quality services. We create an environment where everyone has a voice, a vision, an opinion, and an opportunity to contribute.', '\n', '\nMandatory Skills and Qualifications:', '\n- 3 to 10 years’ professional experience', '\n- Architecture license or on path to licensure', '\n- Revit skills a MUST', '\n- Good communication and people skills', '\n- Ability to solve creative and technical issues', '\n- Manage schedules and timelines', '\n- Eligible to work in the US a MUST', '\n\xa0', '\nSalary Range:', '\nCommensurate with skill', '\nJob Type: Full-time in office', '\n\xa0', '\nFull-time benefits package includes:', '\n- Medical, Dental, Vision, Life insurance', '\n- 401k program', '\n- Vacation time', '\n\xa0', '\nPlease email resume, including local address, phone number, and work samples, to ep@ronnetteriley.com\xa0with subject line: 309 Job Captain', '\n', '\nApplicant should be available for immediate interview.\n    ']]",full-time,40.748400,https://newyork.craigslist.org/mnh/egr/d/new-york-job-captain-intermediate/7468290875.html,-73.996700,Job Captain / Intermediate Architect with 3 to 10 Years Experience
To be discussed,2022-04-07 18:12,"[['\n        ', '\nWell established company with lot of projects throughout the tri state , Looking to Hire an Architect of Record for our projects,', '\n', '\nApplicant Will Review Construction Documents, Provide Consulting Services or Provide Full Architectural Services. Will upload and submit documents thru DOBNOW Platform', '\n', '\nPlease send resume and availability\n    ']]",part-time,40.695190,https://newyork.craigslist.org/brk/egr/d/brooklyn-nys-registered-architect/7468361894.html,-73.952236,NYS Registered Architect
Commensurate with experience,2022-04-08 08:59,"[['\n        ', '\n', ' ', '\n\n', "", New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful restoration engineer with  4+ years’ experience to join us in executing a growing slate of challenging projects. "", ""\n\nWe work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region.  "", ""\n\nYou’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques.  "", ""\n\nTypically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready.  "", '\n\nWe offer an array of benefits and growth opportunities: ', '\n', '\n\nOur new Wall Street office is in the landmarked former Bankers Trust Company Building (Trowbridge & Livingston, 1912). The bright, spacious office on the 25th floor has high ceilings and views of lower Manhattan in four directions. Just steps from Federal Hall and Trinity Church, we’re easily accessible via public transportation: the 1, 2, 3, 4, 5, R, W, J, Z, and A/C lines all stop within a few blocks of our building. NYC Ferry access at Pier 11 is at the foot of Wall Street and the PATH World Trade Center station is nearby. ', '\n\nIf you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. ', '\n\nWith thanks for your interest, please note that only those candidates under consideration will be contacted. ', '\n\nFor additional information on our firm’s services, approach, and projects, visit ', '\n\n    ']]",full-time,40.707489,https://newyork.craigslist.org/mnh/egr/d/new-york-facade-building-envelope/7468526536.html,-74.010869,Facade / Building Envelope Restoration Engineer
salary commensurate with experience,2022-04-08 12:31,"[['\n        ', '\nSBLM New York office looks to fill various positions ranging from Senior Job Captain to Project Manager. Candidate must be specialized in Commercial, Retail or School Construction Authority  projects.  Must work well in a team setting, but also be self-motivated with initiative to carry out individual tasks.  Proficiency in AutoCAD and experience with online work sharing platforms is required, Revit skills a plus.  Positive approach and solid communication skills are a must. Ideal candidate will be well-organized, detail-oriented, and accustomed to working in a fast-paced environment, leading the production of multiple projects with tight deadlines. ', '\n', '\nResponsibilities include, but not limited to: ', '\nCoordinate and develop construction documents', '\nTake on technically challenging issues with Project Manager', '\nPerform code and zoning analyses', '\nReview and redline drawings', '\nOversee drafters, as required by the project', '\nProduce deliverables without requiring constant supervision', '\nCoordinate with clients and consultants', '\nOrganize and lead site visits and surveys', '\nConduct material research and meet with vendor as necessary, to understand', '\nmaterials and products', '\nTake initiative to complete work', '\n', '\nRequirements:', '\nBachelor’s Degree in Architecture', '\nExperience in an Architect’s office and working on Commercial, Retail or SCA projects', '\nProficient in AutoCAD, and other applicable industry software', '\nGeneral understanding of codes and zoning', '\nGeneral knowledge of building details and construction process', '\nKnowledge of Revit and SketchUp are desirable ', '\nPositive attitude and driven to succeed', '\n', '\nBENEFITS OF BEING A SBLM EMPLOYEE:', '\n•\tMedical, Dental, & Vision Insurance offered', '\n•\tLife, AD&D, and Long-Term Disability Insurance', '\n•\tFlexible Spending Plan includes Transit, Parking, Dependent/Elder Care, FSA.', '\n•\t401(k) Plan', '\n•\tPaid Time Off', '\n•\tPaid Holidays', '\n•\tPerformance Based Bonuses at end of year', '\n•\tLearning and growth opportunities, free educational learning, rewarding projects.', '\n•\tCollaborative, creative, work environment ', '\n', '\nJoin our team and ambience!', '\n', '\nPlease email your cover letter and resume', '\nPlease include Senior Job Captain in the subject. No phone calls, please. ', '\n', '\n    ']]",full-time,40.759700,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-job-captain/7468635575.html,-73.991800,Architectural Job Captain/Project Manager
Starting at $20 Hourly / DOE,2022-04-08 15:53,"[['\n        ', '\nAward winning boutique design firm and branding agency (interior design and special events) seeks part-time designer to join team. Immediate start needed to assist with both residential and commercial interior design projects as well as temporary installations, trade-shows and event design. ', '\n', ""\n**Applicant must submit cover letter and creative portfolio for consideration. Please check us out at hudsonandnine.com before applying. We want to know more about you and why you're a good fit! "", '\n', ""\nJunior position will work directly under the wing of the company's President / Creative Director, and responsibilities may include some executive assistant work. This is a great opportunity for hungry industry junior to learn the ropes from an extremely experienced designer and producer. "", '\n', '\nRequirements: ', '\n', '\n- Formal interior design or architecture training ', '\n- Experienced in drafting (AutoCad) and modeling (Sketch Up, Revit or Other). ', '\n- Basic Proficiency with Adobe Suite Programs (Photoshop, Illustrator & In Design)', '\n- Excellent Layout Skills & The Ability To Craft Beautiful Presentations with In Design or Powerpoint', '\n- Excellent Verbal and Written Communication', '\n', '\nStarting as part time, transitioning to full time. Office and on-site work required. Remote work is not applicable for this position.', '\n', '\nCOVID Vaccinations Required.\n    ']]",full-time,40.744300,https://newyork.craigslist.org/mnh/egr/d/new-york-jr-design-associate-drafting/7468748784.html,-73.978100,Jr. Design Associate - Drafting & Presentation
High weekly commission based pay. Current full time weekly incomes range from $850 to $1725,2022-04-10 05:08,"[['\n        ', '\nWHAT WE DO', '\n', '\nAs a turn-key, reputable, midtown Manhattan-based residential interior remodeling firm, we make it easier for homeowners to have renovations done as we handle everything from design and product selection assistance to orders, deliveries, permits and installations. We back it up with an on-time guarantee and 7 year labor and products warranty.', '\n', '\nOur projects range from full apartment and house interior renovations to combining apartments, kitchens, basements, bathrooms. Project Prices range from 40k to 600k+.', '\n', '\nSKILLS REQUIRED', '\n', ""\nThis role requires proficiency in both residential interior design (min 10 yrs) and project management (min 5 yrs) of Co-op apartment and house interior renovations. You'll be the team leader, taking projects from start to finish. Experience should include at least 10 projects in Manhattan or other major city and experience supervising trades in the field."", '\n', '\nPrefer NYC resident or within 60 minutes commute.', '\n', '\nDesign competence in either SketchUp, AutoCAD, 20/20 or other design software.', '\n', '\nYOUR ROLE', '\n', '\nAn essential component of the job will be excellent and frequent communication with the client, The ideal candidate will know how to maintain good rapport with clients and be experienced enough to run projects, trouble-shoot and resolve problems quickly.', '\n', '\nWe have a well developed and continuously improving system.', '\n', ""\nDesign sales work will include meeting our client at their home/apartment and subsequently, designing, writing work scopes, meeting and guiding clients through product selections at our and other product showrooms. Creating products lists. Trades walkthroughs. Ongoing support. After that, project management work will include scheduling, site visits twice a week or more, coordinating and supervising trades and product deliveries, client interactions, timely completions. As the head of the team, you'll be running the project."", '\n', '\nHours will include some evening and weekend appointments based on client needs.', '\n', '\nReal opportunities for advancement as we are poised for growth (particularly in the last 3 years) and have a great location.', '\n', '\nCOMPENSATION', '\n', '\nCompensation is experience dependent:', '\n30K base plus weekly commissions. OR', '\nHigh weekly commissions', '\n', '\nThis means your earning potential is unlimited and based on your design and project management skills, client rapport and organization.', '\nCurrent full time weekly incomes range from $850 to $1725', '\n', '\n+401K', '\n', '\n+Performance bonuses', '\n', '\n+Advancement Opportunities', '\n', '\n+Paid time off', '\n', '\n-No healthcare currently offered', '\n', '\nemployment type: full-time', '\n', '\nCOVID-19 considerations:', '\nWe follow all proper safety precautions.', '\n', '\n', '\n    ']]",full-time,40.751700,https://newyork.craigslist.org/mnh/egr/d/new-york-residential-interior-designer/7469361966.html,-73.970700,Residential Interior Designer/Project Manager w-9 yrs experience
Per Job Basis,2022-04-10 12:14,"[['\n        ', ""\nIf you need an Architect of Record for your project please don't hesitate to reach out to me."", '\n', '\nWill Review Construction Documents, Provide Consulting Services or Provide Full Architectural Services.  ', '\n', '\nLicensed in the Tri-State Area and 8 States in total.', '\n', '\nLooking to Build New Relationships.', '\n    ']]",contract,40.508500,https://newyork.craigslist.org/mnh/egr/d/staten-island-architect-of-record-for/7469464224.html,-74.244500,Architect of Record for Hire
Salary based upon experience / skills,2022-04-10 22:07,"[['\n        ', '\nSmall Manhattan architecture firm is working on a large new home in the midwest. We are looking for someone to help us to develop and finalize the construction documents. We are looking for someone with 5+ years of  free-standing house CD experience and enjoys detailing. Ability to work efficiently in Autocad required, and familiarity with Sketchup would be good.  Proficiency speaking and writing in English is necessary. You can work from home, and the hours are flexible. There may be more work in the future. We are a nimble and dynamic team and are looking for the right person to join us.', '\n    ']]",contract,40.776400,https://newyork.craigslist.org/mnh/egr/d/new-york-new-house-construction/7469695078.html,-73.982700,New House Construction Documents / Project Manager / NY
"$50,000.00 to 70,000.00 based on experience + Bonus",2022-04-11 10:56,"[['\n        ', '\nExpanding installation and Service Company is seeking an experienced Auto-Cad Designer (with electrical background) to develop and modify drawings.', '\n', '\nApplicant must be capable in assisting with performing field surveys, providing field status reports on projects, preparing cut sheets for projects, as well as providing alternate methods for installations and meeting deadlines.', '\n', '\nOther responsibilities shall include preparing detailed electrical wiring schematics and equipment layout drawings as well as assist in estimating plus updating drawings to “as build” conditions. Must be able to prepare scopes of work for projects and monitor progress on jobs', '\n', '\nApplicants must have 2 years experience in an electrical design environment or similar. ', '\n', '\nWe offer excellent salary, benefits + bonuses opportunities.', '\n    ']]",full-time,40.754700,https://newyork.craigslist.org/mnh/egr/d/new-york-autocad-designer-electrical/7469832742.html,-73.992500,AutoCad Designer (Electrical)
"$20 - $25 per hour, negotiable.",2022-04-11 11:30,"[['\n        ', '\nField Duties and Responsibilities', '\n•\tElectrical wiring of solar array/EV charger system (AC and DC)', '\n•\tLayout and assembly of solar modules/array and mounting hardware on ground and rooftops', '\n•\tMechanical/structural mounting of racking, modules, EV chargers, and electrical equipment', '\n•\tCoordinate procurement and delivery of materials to the Jobsite in advance', '\n•\tEnsure required tools and equipment are in good working order and ensure the project site is safe at all times', '\n•\tOrganize and train junior employees to stay on task throughout the workday', '\n•\tArrange for and conduct inspections with local AHJs', '\n•\tMake service calls and verify system performance to ensure customer satisfaction and proper operation', '\n•\tMust be responsive to emails and phone calls from crew and management (within 24 hours)', '\n•\tEnsure proper clean-up of job site', '\n•\tAll other assignments and special projects, as requested by Management', '\n•\tPartake in company training when required', '\n•\tBehave in a professional manner at all times', '\n•\tTravel required', '\n', '\nQualifications', '\n•\t1+ years of solar or EV charger/electrical installation experience', '\n•\tElectrical License and/or solar certification, a plus', '\n•\tAdequate knowledge of the NEC, Article 690', '\n•\tRegular, reliable, and predictable attendance, required', '\n•\tExperience with the safe use of hand-held power tools', '\n•\tAbility to work in extreme environments (example: hot sun, cold, crawl spaces, etc.)', '\n•\tCannot be afraid of heights, willing and able to climb ladders, stairs, work on rooftops, and able to work on your feet for long periods of time', '\n•\tMust be able to lift and maneuver 50 lbs.', '\n•\tAssertive, team player with the ability to cope with pressure', '\n•\tLeadership and organization skills a plus', '\n•\tEffective written and verbal communication skills', '\n•\tExceptional customer service skills required', ""\n•\tMust have own car, valid driver's license, and clean driving record"", '\n•\tHigh school diploma or GED required', '\n', '\n    ']]",full-time,41.033000,https://newyork.craigslist.org/brk/egr/d/white-plains-ev-installer/7469851753.html,-73.765200,EV Installer
$ 35 - $45 per hour negotiable,2022-04-11 11:38,"[['\n        ', '\nField Duties and Responsibilities', '\n', '\n•\tMust fully understand all technical design requirements for each job assignment', '\n•\tElectrical wiring of solar array/EV charger system (AC and DC)', '\n•\tLayout and assembly of solar modules/array and mounting hardware on ground and rooftops', '\n•\tMechanical/structural mounting of racking, modules, EV chargers, and electrical equipment', '\n•\tManage and lead project crew, organize employees and job assignments to stay on task throughout the workday', '\n•\tWork with a crew to coordinate procurement and delivery of materials to the job site in advance', '\n•\tResponsible for ensuring the safe work practices for the installation team', '\n•\tAccountable for tools and equipment, ensuring all in good working order and proper cleanup of the project site', '\n•\tArrange for and conduct inspections with local AHJs', '\n•\tCommunicate with client to coordinate start time and project schedule', '\n•\tManage service calls and verify system performance to ensure customer satisfaction and proper operation', '\n•\tDocument any punch list items needed, complete job closeout reports to management daily on the status of the project, ensuring projects are on time and on budget', '\n•\tMust be responsive to emails and phone calls from crew and management (within 24 hours)', '\n•\tAlways Professional with internal employees and external vendors, customers, etc.', '\n•\tPartake in company training when required', '\n•\tTravel required', '\n', '\nQualifications', '\n•\t4+ years of solar or EV charger/electrical installation experience', '\n•\tElectrical License and/or solar certification, or NABCEP certification a plus', '\n•\tAdequate knowledge of the NEC, Article 690.', '\n•\tExperience managing employees, in construction a plus', '\n•\tAbility to prioritize and multi-task with a high volume of work', '\n•\tAbility to work in extreme environments (example: hot sun, cold, crawl spaces, etc.)', '\n•\tMust not be afraid of heights, willing and able to climb ladders, stairs, work on rooftops, and able to work on your feet for long periods of time', '\n•\tMust be able to lift and maneuver 50 lbs.', ""\n•\tMust have own car, valid driver's license, and clean driving record"", '\n•\tStrong verbal and written communication skills for high volumes of internal and external communication/coordination.', '\n•\tHigh school diploma or GED required', '\n ', '\nBenefits', '\n•\tLong term employment opportunity with the ability for growth, in a fast-growing company.', '\n•\tReimbursement for healthcare', '\n•\tPaid training', '\n', '\n    ']]",full-time,41.016482,https://newyork.craigslist.org/brk/egr/d/white-plains-lead-ev-solar-installer/7469856814.html,-73.788300,Lead EV / Solar Installer
"$60,000 - $100,000 - Based on Experience",2022-04-11 12:08,"[['\n        ', '\nWe are looking for a thorough Construction estimator to calculate possible costs and gains of construction projects. You will collect and analyze data according to a series of useful variables. The ideal candidate will be very comfortable with numbers and analytical. You must have great attention to detail and excellent communication skills. The goal is to provide the company with accurate information that will help in operations and strategic planning.', '\n', '\nWebsite: Cmillworkny.com', '\n', '\nResponsibilities', '\n', '\n•\tAcquire understanding of the requirements of the project/program at hand', '\n•\tSelect metrics to produce valid estimates', '\n•\tVisit sites, warehouses, and other venues to gather essential information', '\n•\tReview documents or consult experts to collect all necessary data', '\n•\tAnalyze data and produce forecasts', '\n•\tPerform risk analysis', '\n•\tPrepare detailed reports or bids for submission to appropriate parties', '\n•\tSelect advantageous deals by evaluating offers and quotes', '\n•\tFoster relationships with key vendors (subcontractors, architects etc.)', '\n•\tSkills. ', '\n•\tProven experience as construction estimator', '\n•\tBasic understanding of accounting and project management concepts', '\n•\tDeep understanding of research methodology, data analysis and estimation metrics', '\n•\tComfortable with numbers and technology', '\n•\tExcellent knowledge of software’s. ', '\n•\tGreat attention to detail', '\n•\tExcellent communication and negotiation abilities', '\n•\tWell-organized and reliable', '\n•\tBSc/BA in engineering, construction science or relevant field', '\n•\tCertified Professional Estimator (CPE) or other qualification will be a plus', '\n    ']]",full-time,40.909999,https://newyork.craigslist.org/brx/egr/d/mount-vernon-construction-estimator/7469874947.html,-73.848766,Construction Estimator
"$20 - $25 per hour, negotiable.",2022-04-11 12:22,"[['\n        ', '\nField Duties and Responsibilities', '\n•\tElectrical wiring of solar array/EV charger system (AC and DC)', '\n•\tLayout and assembly of solar modules/array and mounting hardware on ground and rooftops', '\n•\tMechanical/structural mounting of racking, modules, EV chargers, and electrical equipment', '\n•\tCoordinate procurement and delivery of materials to the job site in advance', '\n•\tEnsure required tools and equipment are in good working order and ensure the project site is safe at all times', '\n•\tOrganize and train junior employees to stay on task throughout the workday', '\n•\tArrange for and conduct inspections with local AHJs', '\n•\tMake service calls and verify system performance to ensure customer satisfaction and proper operation', '\n•\tMust be responsive to emails and phone calls from crew and management (within 24 hours)', '\n•\tEnsure proper clean-up of job site', '\n•\tAll other assignments and special projects, as requested by Management', '\n•\tPartake in company training when required', '\n•\tBehave in a professional manner at all times', '\n•\tTravel required', '\nQualifications', '\n•\t1+ years of solar or EV charger/electrical installation experience', '\n•\tElectrical License and/or solar certification, a plus', '\n•\tAdequate knowledge of the NEC, Article 690', '\n•\tRegular, reliable, and predictable attendance, required', '\n•\tExperience with the safe use of hand-held power tools', '\n•\tAbility to work in extreme environments (example: hot sun, cold, crawl spaces, etc.)', '\n•\tCannot be afraid of heights, willing and able to climb ladders, stairs, work on rooftops, and able to work on your feet for long periods of time', '\n•\tMust be able to lift and maneuver 50 lbs.', '\n•\tAssertive, team player with the ability to cope with pressure', '\n•\tLeadership and organization skills a plus', '\n•\tEffective written and verbal communication skills', '\n•\tExceptional customer service skills required', ""\n•\tMust have own car, valid driver's license, and clean driving record"", '\n•\tHigh school diploma or GED required', '\n', '\n    ']]",full-time,40.652100,https://newyork.craigslist.org/brk/egr/d/brooklyn-ev-installer/7469883019.html,-74.001800,EV Installer
$ 35 - $45 per hour negotiable,2022-04-11 12:25,"[['\n        ', '\nField Duties and Responsibilities', '\n•\tMust fully understand all technical design requirements for each job assignment', '\n•\tElectrical wiring of solar array/EV charger system (AC and DC)', '\n•\tLayout and assembly of solar modules/array and mounting hardware on ground and rooftops', '\n•\tMechanical/structural mounting of racking, modules, EV chargers, and electrical equipment', '\n•\tManage and lead project crew, organize employees and job assignments to stay on task throughout the workday', '\n•\tWork with a crew to coordinate procurement and delivery of materials to the job site in advance', '\n•\tResponsible for ensuring the safe work practices for the installation team', '\n•\tAccountable for tools and equipment, ensuring all in good working order and proper cleanup of the project site', '\n•\tArrange for and conduct inspections with local AHJs', '\n•\tCommunicate with client to coordinate start time and project schedule', '\n•\tManage service calls and verify system performance to ensure customer satisfaction and proper operation', '\n•\tDocument any punch list items needed, complete job closeout reports to management daily on the status of the project, ensuring projects are on time and on budget', '\n•\tMust be responsive to emails and phone calls from crew and management (within 24 hours)', '\n•\tAlways Professional with internal employees and external vendors, customers, etc.', '\n•\tPartake in company training when required', '\n•\tTravel required', '\nQualifications', '\n•\t4+ years of solar or EV charger/electrical installation experience', '\n•\tElectrical License and/or solar certification, or NABCEP certification a plus', '\n•\tAdequate knowledge of the NEC, Article 690.', '\n•\tExperience managing employees, in construction a plus', '\n•\tAbility to prioritize and multi-task at a high volume of work', '\n•\tAbility to work in extreme environments (example: hot sun, cold, crawl spaces, etc.)', '\n•\tMust not be afraid of heights, willing and able to climb ladders, stairs, work on rooftops, and able to work on your feet for long periods of time', '\n•\tMust be able to lift and maneuver 50 lbs.', ""\n•\tMust have own car, valid driver's license, and clean driving record"", '\n•\tStrong verbal and written communication skills for high volumes of internal and external communication/coordination.', '\n•\tHigh school diploma or GED required', '\n ', '\nBenefits', '\n•\tLong term employment opportunity with the ability to grow in a fast-growing company', '\n•\tReimbursement for healthcare', '\n•\tPaid training', '\n ', '\n', '\n', '\n    ']]",full-time,40.652100,https://newyork.craigslist.org/brk/egr/d/brooklyn-lead-ev-solar-installer/7469884921.html,-74.001800,Lead EV / Solar Installer
$ 35 - $45 per hour negotiable,2022-04-11 12:28,"[['\n        ', '\nLos Angeles · Los Angeles, California', '\nField Duties and Responsibilities', '\n•\tMust fully understand all technical design requirements for each job assignment', '\n•\tElectrical wiring of solar array/EV charger system (AC and DC)', '\n•\tLayout and assembly of solar modules/array and mounting hardware on ground and rooftops', '\n•\tMechanical/structural mounting of racking, modules, EV chargers, and electrical equipment', '\n•\tManage and lead project crew, organize employees and job assignments to stay on task throughout the workday', '\n•\tWork with a crew to coordinate procurement and delivery of materials to the job site in advance', '\n•\tResponsible for ensuring the safe work practices for the installation team', '\n•\tAccountable for tools and equipment, ensuring all in good working order and proper cleanup of the project site', '\n•\tArrange for and conduct inspections with local AHJs', '\n•\tCommunicate with client to coordinate start time and project schedule', '\n•\tManage service calls and verify system performance to ensure customer satisfaction and proper operation', '\n•\tDocument any punch list items needed, complete job closeout reports to management daily on the status of the project, ensuring projects are on time and on budget', '\n•\tMust be responsive to emails and phone calls from crew and management (within 24 hours)', '\n•\tAlways Professional with internal employees and external vendors, customers, etc.', '\n•\tPartake in company training when required', '\n•\tTravel required', '\nQualifications', '\n•\t4+ years of solar or EV charger/electrical installation experience', '\n•\tElectrical License and/or solar certification, or NABCEP certification a plus', '\n•\tAdequate knowledge of the NEC, Article 690.', '\n•\tExperience managing employees, in construction a plus', '\n•\tAbility to prioritize and multi-task a high volume of work', '\n•\tAbility to work in extreme environments (example: hot sun, cold, crawl spaces, etc.)', '\n•\tMust not be afraid of heights, willing and able to climb ladders, stairs, work on rooftops, and able to work on your feet for long periods of time', '\n•\tMust be able to lift and maneuver 50 lbs.', ""\n•\tMust have own car, valid driver's license, and clean driving record"", '\n•\tStrong verbal and written communication skills for high volumes of internal and external communication/coordination.', '\n•\tHigh school diploma or GED required', '\n ', '\nBenefits', '\n•\tLong term employment opportunity with the ability to grow in a fast-growing company', '\n•\tReimbursement for healthcare', '\n•\tPaid training', '\n ', '\n', '\n    ']]",full-time,40.583900,https://newyork.craigslist.org/que/egr/d/brooklyn-lead-ev-solar-installer/7469886716.html,-73.953600,Lead EV / Solar Installer
"$20 - $25 per hour, negotiable.",2022-04-11 12:31,"[['\n        ', '\nField Duties and Responsibilities', '\n•\tElectrical wiring of solar array/EV charger system (AC and DC)', '\n•\tLayout and assembly of solar modules/array and mounting hardware on ground and rooftops', '\n•\tMechanical/structural mounting of racking, modules, EV chargers, and electrical equipment', '\n•\tCoordinate procurement and delivery of materials to the job site in advance', '\n•\tEnsure required tools and equipment are in good working order and ensure the project site is safe at all times', '\n•\tOrganize and train junior employees to stay on task throughout the workday', '\n•\tArrange for and conduct inspections with local AHJs', '\n•\tMake service calls and verify system performance to ensure customer satisfaction and proper operation', '\n•\tMust be responsive to emails and phone calls from crew and management (within 24 hours)', '\n•\tEnsure proper clean-up of job site', '\n•\tAll other assignments and special projects, as requested by Management', '\n•\tPartake in company training when required', '\n•\tBehave in a professional manner at all times', '\n•\tTravel required', '\nQualifications', '\n•\t1+ years of solar or EV charger/electrical installation experience', '\n•\tElectrical License and/or solar certification, a plus', '\n•\tAdequate knowledge of the NEC, Article 690', '\n•\tRegular, reliable, and predictable attendance, required', '\n•\tExperience with the safe use of hand-held power tools', '\n•\tAbility to work in extreme environments (example: hot sun, cold, crawl spaces, etc.)', '\n•\tCannot be afraid of heights, willing and able to climb ladders, stairs, work on rooftops and able to work on your feet for long periods of time', '\n•\tMust be able to lift and maneuver 50 lbs.', '\n•\tAssertive, team player with the ability to cope with pressure', '\n•\tLeadership and organization skills a plus', '\n•\tEffective written and verbal communication skills', '\n•\tExceptional customer service skills required', ""\n•\tMust have own car, valid driver's license, and clean driving record"", '\n•\tHigh school diploma or GED required', '\n', '\n    ']]",full-time,40.737400,https://newyork.craigslist.org/que/egr/d/fresh-meadows-ev-installer/7469888556.html,-73.795100,EV Installer
